time,IOT,gg_crypto,gg_nem_w
2017-08-29 11:00:00,-0.01587125325419292,0.3539859678585603,-0.7876547707175814
2017-08-29 12:00:00,-0.10157602082683415,0.3539859678585603,-0.7876547707175814
2017-08-29 13:00:00,-0.1182408367437362,0.3539859678585603,-0.7876547707175814
2017-08-29 14:00:00,-0.21426191893160285,0.3539859678585603,-0.7876547707175814
2017-08-29 15:00:00,-0.2499722387535357,0.3539859678585603,-0.7876547707175814
2017-08-29 16:00:00,-0.3317091930126286,0.3539859678585603,-0.7876547707175814
2017-08-29 17:00:00,-0.1658545965063145,0.3539859678585603,-0.7876547707175814
2017-08-29 18:00:00,-0.253146489404374,0.3539859678585603,-0.7876547707175814
2017-08-29 19:00:00,-0.2698113053212774,0.3539859678585603,-0.7876547707175814
2017-08-29 20:00:00,-0.3253606917109524,0.3539859678585603,-0.7876547707175814
2017-08-29 21:00:00,-0.3571031982193378,0.3539859678585603,-0.7876547707175814
2017-08-29 22:00:00,-0.39678133135481986,0.3539859678585603,-0.7876547707175814
2017-08-29 23:00:00,-0.43169808851404357,0.3539859678585603,-0.7876547707175814
2017-08-30 00:00:00,-0.476137597625784,-0.3539859678585603,0.0
2017-08-30 01:00:00,-0.42296889922423775,-0.3539859678585603,0.0
2017-08-30 02:00:00,-0.35551607289391773,-0.3539859678585603,0.0
2017-08-30 03:00:00,-0.31187012644488776,-0.3539859678585603,0.0
2017-08-30 04:00:00,-0.25473361472979406,-0.3539859678585603,0.0
2017-08-30 05:00:00,-0.21584904425702156,-0.3539859678585603,0.0
2017-08-30 06:00:00,-0.19839066567740993,-0.3539859678585603,0.0
2017-08-30 07:00:00,0.03015538118296668,-0.3539859678585603,0.0
2017-08-30 08:00:00,0.03571031982193329,-0.3539859678585603,0.0
2017-08-30 09:00:00,0.03174250650838584,-0.3539859678585603,0.0
2017-08-30 10:00:00,-0.1476026552639924,-0.3539859678585603,0.0
2017-08-30 11:00:00,-0.16347390851818488,-0.3539859678585603,0.0
2017-08-30 12:00:00,-0.05078801041341663,-0.3539859678585603,0.0
2017-08-30 13:00:00,-0.019045503905031236,-0.3539859678585603,0.0
2017-08-30 14:00:00,0.053962261064255834,-0.3539859678585603,0.0
2017-08-30 15:00:00,0.2706048679839861,-0.3539859678585603,0.0
2017-08-30 16:00:00,0.40709764597004483,-0.3539859678585603,0.0
2017-08-30 17:00:00,0.2372752361501811,-0.3539859678585603,0.0
2017-08-30 18:00:00,0.17140953514528157,-0.3539859678585603,0.0
2017-08-30 19:00:00,0.23648167348747284,-0.3539859678585603,0.0
2017-08-30 20:00:00,0.3602774488701761,-0.3539859678585603,0.0
2017-08-30 21:00:00,0.4420144031292699,-0.3539859678585603,0.0
2017-08-30 22:00:00,0.420588211236109,-0.3539859678585603,0.0
2017-08-30 23:00:00,0.3912263927158519,-0.3539859678585603,0.0
2017-08-31 00:00:00,0.48407322425287935,0.3539859678585603,4.397739136506496
2017-08-31 01:00:00,0.5237513573883623,0.3539859678585603,4.397739136506496
2017-08-31 02:00:00,0.7023029564980305,0.3539859678585603,4.397739136506496
2017-08-31 03:00:00,0.5769200557899072,0.3539859678585603,4.397739136506496
2017-08-31 04:00:00,0.5840621197542952,0.3539859678585603,4.397739136506496
2017-08-31 05:00:00,0.5927913090441002,0.3539859678585603,4.397739136506496
2017-08-31 06:00:00,0.4499500297563661,0.3539859678585603,4.397739136506496
2017-08-31 07:00:00,0.1571254072165087,0.3539859678585603,4.397739136506496
2017-08-31 08:00:00,0.12300221271999368,0.3539859678585603,4.397739136506496
2017-08-31 09:00:00,0.26266924135689074,0.3539859678585603,4.397739136506496
2017-08-31 10:00:00,0.44201440312926854,0.3539859678585603,4.397739136506496
2017-08-31 11:00:00,0.4721697843122348,0.3539859678585603,4.397739136506496
2017-08-31 12:00:00,0.37535513946165944,0.3539859678585603,4.397739136506496
2017-08-31 13:00:00,0.3126636891075978,0.3539859678585603,4.397739136506496
2017-08-31 14:00:00,0.21188123094347278,0.3539859678585603,4.397739136506496
2017-08-31 15:00:00,-0.012697002603353713,0.3539859678585603,4.397739136506496
2017-08-31 16:00:00,0.08253051692180202,0.3539859678585603,4.397739136506496
2017-08-31 17:00:00,0.10395670881496288,0.3539859678585603,4.397739136506496
2017-08-31 18:00:00,0.06983351431844831,0.3539859678585603,4.397739136506496
2017-08-31 19:00:00,0.0015871253254187145,0.3539859678585603,4.397739136506496
2017-08-31 20:00:00,-0.010316314615224975,0.3539859678585603,4.397739136506496
2017-08-31 21:00:00,-0.02301331721858002,0.3539859678585603,4.397739136506496
2017-08-31 22:00:00,-0.14284127928773493,0.3539859678585603,4.397739136506496
2017-08-31 23:00:00,-0.19124860171302283,0.3539859678585603,4.397739136506496
2017-09-01 00:00:00,-0.20632629230450528,0.42478316143027234,-1.1814821560763722
2017-09-01 01:00:00,-0.21505548159431243,0.42478316143027234,-1.1814821560763722
2017-09-01 02:00:00,-0.32298000372282365,0.42478316143027234,-1.1814821560763722
2017-09-01 03:00:00,-0.18490010041134575,0.42478316143027234,-1.1814821560763722
2017-09-01 04:00:00,-0.2737791186348262,0.42478316143027234,-1.1814821560763722
2017-09-01 05:00:00,-0.15950609520463743,0.42478316143027234,-1.1814821560763722
2017-09-01 06:00:00,-0.09284683153702789,0.42478316143027234,-1.1814821560763722
2017-09-01 07:00:00,-0.08729189289806039,0.42478316143027234,-1.1814821560763722
2017-09-01 08:00:00,-0.0039678133135474525,0.42478316143027234,-1.1814821560763722
