,XEM,IOT
0,0.004599999999999993,0.014499999999999957
1,-0.008099999999999996,0.0016000000000000458
2,0.0007000000000000062,-0.0019000000000000128
3,0.010499999999999982,-0.008000000000000007
4,0.0009000000000000119,0.0037000000000000366
5,0.0020000000000000018,-0.0018000000000000238
6,0.0,0.023499999999999965
7,-0.0010000000000000009,0.019500000000000073
8,-0.013000000000000012,0.0038000000000000256
9,0.01200000000000001,-0.012700000000000045
10,0.00040000000000001146,-9.999999999998899e-05
11,0.0015999999999999903,-0.01090000000000002
12,-0.0050000000000000044,-0.010800000000000032
13,0.008799999999999975,-0.0042999999999999705
14,0.0012000000000000344,-0.0029000000000000137
15,0.0,0.02100000000000002
16,-0.0020999999999999908,0.0
17,-0.0018000000000000238,-0.013000000000000012
18,0.00040000000000001146,0.01100000000000001
19,-0.0027000000000000357,0.0030000000000000027
20,0.01150000000000001,-0.008900000000000019
21,-0.012899999999999967,-0.0040999999999999925
22,-0.002599999999999991,0.009000000000000008
23,0.008799999999999975,0.005800000000000027
24,0.0014000000000000123,0.01100000000000001
25,0.01150000000000001,0.0031999999999999806
26,0.007499999999999951,0.03969999999999996
27,0.0010000000000000009,0.00019999999999997797
28,-0.007899999999999963,-0.030099999999999905
29,-0.005900000000000016,0.0
30,0.005199999999999982,0.005199999999999982
31,-0.015100000000000002,0.01200000000000001
32,-0.0022999999999999687,0.006000000000000005
33,0.030999999999999972,0.0020000000000000018
34,0.049000000000000044,-0.022199999999999998
35,-0.07390000000000002,-0.011900000000000022
36,0.0024000000000000132,-0.0033000000000000806
37,-0.005700000000000038,0.01540000000000008
38,0.003200000000000036,0.007000000000000006
39,0.0050000000000000044,0.0
40,0.006699999999999984,-0.006700000000000039
41,0.004300000000000026,0.006199999999999983
42,-0.013700000000000045,0.0035000000000000586
43,0.00040000000000001146,-0.0017000000000000348
44,-0.010199999999999987,-0.007299999999999973
45,0.009500000000000008,-0.0030000000000000027
46,0.00539999999999996,0.005299999999999971
47,-0.006999999999999951,0.0017000000000000348
48,0.009599999999999997,0.0020000000000000018
49,-0.0040000000000000036,0.0010000000000000009
50,-0.003500000000000003,0.013899999999999912
51,0.003500000000000003,0.020100000000000007
52,0.0,0.024900000000000033
53,0.0,-0.007199999999999984
54,-0.0030000000000000027,-0.0029000000000000137
55,0.0030000000000000027,0.0047000000000000375
56,-0.0010000000000000009,0.005099999999999993
57,0.0025000000000000022,0.005499999999999949
58,0.0,-0.0413
59,-0.005400000000000016,-0.010699999999999932
60,-0.0015999999999999903,-0.0030999999999999917
61,0.0030000000000000027,-0.000300000000000078
62,0.0,0.0046000000000000485
63,0.0020000000000000018,0.0012999999999999678
64,-0.0001000000000000445,-0.005199999999999982
65,0.00030000000000002247,-0.00539999999999996
66,0.004300000000000026,-0.0010000000000000009
67,-0.0018000000000000238,-0.006099999999999994
68,-0.0011999999999999789,0.015599999999999947
69,0.0011999999999999789,0.005900000000000016
70,0.0011999999999999789,0.0045999999999999375
71,0.0001000000000000445,-0.00869999999999993
72,-0.0024000000000000132,-0.00029999999999996696
73,0.0025000000000000022,-0.0013000000000000789
74,0.0,-0.0013999999999999568
75,0.005400000000000016,-0.0025000000000000577
76,0.0,-0.0043999999999999595
77,-0.0030000000000000027,0.0016000000000000458
78,-0.0010000000000000009,-0.0020000000000000018
79,9.999999999998899e-05,0.0004999999999999449
80,-0.004500000000000004,0.008500000000000063
81,0.004500000000000004,-0.008500000000000063
82,-9.999999999998899e-05,-0.00029999999999996696
83,0.0008999999999999564,-9.999999999998899e-05
84,0.0,-0.01419999999999999
85,-0.003500000000000003,-0.0028000000000000247
86,0.0011000000000000454,0.0009000000000000119
87,0.010499999999999954,-0.006900000000000017
88,0.0036000000000000476,0.00019999999999997797
89,9.999999999998899e-05,-0.005299999999999971
90,-0.0005000000000000004,0.0038000000000000256
91,-0.0022000000000000353,-0.03380000000000005
92,0.0,0.008000000000000007
93,0.0,-9.999999999998899e-05
94,0.0,0.010099999999999998
95,0.0010000000000000009,-0.006099999999999994
96,-0.00029999999999996696,-0.008900000000000019
97,0.0,-0.0045999999999999375
98,-0.0022000000000000353,0.008999999999999897
99,-0.0044999999999999485,-0.0023999999999999577
100,0.0,-0.0040999999999999925
101,0.0005000000000000004,-0.0029000000000000137
102,-0.0008000000000000229,0.010000000000000009
103,0.0010999999999999899,0.0043999999999999595
104,0.007199999999999984,0.0006000000000000449
105,-0.0015000000000000013,-0.007800000000000029
106,0.0015000000000000013,-0.01419999999999999
107,0.0,0.006900000000000017
108,-0.005500000000000005,-0.0027000000000000357
109,0.0,-0.0046999999999999265
110,0.0,0.007499999999999951
111,0.003300000000000025,0.00539999999999996
112,0.0005000000000000004,-0.004899999999999904
113,-0.0016999999999999793,-0.014600000000000057
114,0.00039999999999995595,0.0121
115,0.0013000000000000234,0.0020000000000000018
116,-0.0014000000000000123,-0.0028000000000000247
117,0.00030000000000002247,-0.0021999999999999797
118,0.0010999999999999899,-0.0020000000000000018
119,-0.003300000000000025,-0.010599999999999943
120,0.0,-0.019199999999999995
121,0.0,0.01629999999999998
122,0.0001000000000000445,-0.0020000000000000018
123,0.0,-0.0045000000000000595
124,9.999999999998899e-05,-0.011099999999999999
125,0.0,-0.006900000000000017
126,0.0,0.0050000000000000044
127,0.0,0.0
128,-0.0005000000000000004,-0.0050000000000000044
129,0.0005000000000000004,-0.0010999999999999899
130,0.0,-0.005699999999999927
131,0.0020000000000000018,0.012399999999999967
132,0.009699999999999986,0.0044999999999999485
133,-0.0006999999999999784,0.000200000000000089
134,0.005799999999999972,0.009699999999999931
135,0.0,0.03420000000000001
136,0.0,-0.0041999999999999815
137,-0.006699999999999984,-0.015100000000000002
138,0.0009000000000000119,-0.010499999999999954
139,0.0,0.0
140,0.0,0.011399999999999966
141,-0.0005999999999999894,0.0018000000000000238
142,0.0020999999999999908,0.007199999999999984
143,0.0,0.016699999999999937
144,0.003599999999999992,-0.0019999999999998908
145,0.00029999999999996696,-0.0051000000000001044
146,-0.007099999999999995,-0.010299999999999976
147,0.0001000000000000445,0.0037000000000000366
148,0.0,0.0044999999999999485
149,-0.00020000000000003348,0.0034000000000000696
150,0.006199999999999983,0.0022999999999999687
151,0.0014000000000000123,-0.0037000000000000366
152,-0.0009000000000000119,0.006700000000000039
153,0.00030000000000002247,0.0039000000000000146
154,0.0005999999999999894,0.016800000000000037
155,0.039000000000000035,-0.0034000000000000696
156,-0.008000000000000007,0.005400000000000071
157,-0.0020000000000000018,0.0012999999999999678
158,-0.004500000000000004,-0.008299999999999974
159,0.004500000000000004,-0.0027000000000000357
160,0.0,-0.008500000000000063
161,-0.0005000000000000004,0.0025000000000000577
162,0.0005000000000000004,0.0121
163,0.0,0.0038000000000000256
164,-0.0010000000000000009,-0.0008000000000000229
165,0.0005000000000000004,-0.006099999999999994
166,0.0040000000000000036,-0.00550000000000006
167,0.006500000000000006,-0.011599999999999944
168,0.0010000000000000009,0.010000000000000009
169,0.0,-0.0024000000000000687
170,0.0,-0.014599999999999946
171,0.0,-0.0049000000000000155
172,0.0,0.0030000000000000027
173,0.0,0.0018000000000000238
174,0.0,-0.012800000000000034
175,0.0,-0.009800000000000031
176,-0.00040000000000001146,0.0048000000000000265
